time_s,ax,ay,az,gx,gy,gz,mx,my,mz
4.932878,1.392696,0.261988,9.742701,-0.183105,-0.244141,-0.549316,-20.131309,-15.320789,-103.400127
4.952204,1.356404,0.508166,9.747233,-0.061035,0.122070,0.061035,-20.364911,-16.934946,-103.170446
4.971243,1.383623,0.517201,9.774428,0.183105,-0.061035,-0.183105,-20.364911,-16.012571,-102.251720
4.989922,1.370014,0.510425,9.783493,-0.183105,0.061035,-0.183105,-21.532919,-16.704352,-103.400127
5.014785,1.388160,0.514942,9.749499,-0.061035,0.183105,-0.122070,-19.664106,-17.165540,-102.022038
5.034287,1.333722,0.521718,9.783493,0.183105,0.122070,-0.183105,-21.299317,-17.857322,-102.711083
5.053598,1.376819,0.523976,9.774428,-0.122070,0.122070,-0.061035,-21.299317,-17.396134,-102.251720
5.073269,1.392696,0.523976,9.758564,-0.122070,0.183105,-0.366211,-19.897708,-16.012571,-104.548535
5.092895,1.360941,0.544303,9.797091,0.061035,0.183105,-0.122070,-19.664106,-17.626728,-103.859490
5.112395,1.385892,0.539786,9.767630,0.061035,0.061035,0.000000,-20.598513,-14.859601,-102.481401
5.131575,1.354136,0.487840,9.776695,-0.122070,0.061035,-0.183105,-18.963302,-15.551383,-103.629809
5.151781,1.374550,0.537527,9.790292,-0.061035,0.122070,-0.183105,-19.196903,-16.704352,-102.022038
5.170228,1.415379,0.487840,9.799357,0.366211,1.647949,-0.122070,-18.963302,-17.857322,-103.170446
5.189696,1.333722,0.542044,9.767630,0.244141,1.037598,-0.122070,-17.094489,-16.473758,-102.711083
5.209278,1.324649,0.519459,9.722304,0.244141,0.976562,0.122070,-20.832114,-17.857322,-101.792357
5.228907,1.358673,0.535269,9.831085,0.061035,0.305176,-0.183105,-21.065716,-15.781977,-102.022038
5.248455,1.335990,0.512684,9.751766,0.122070,0.366211,-0.244141,-20.364911,-17.396134,-102.251720
5.267635,1.372282,0.526235,9.778961,-0.183105,-0.488281,-0.061035,-20.364911,-17.857322,-103.629809
5.287202,1.292894,0.510425,9.742701,-0.305176,-1.159668,0.000000,-20.131309,-16.243164,-102.481401
5.307161,1.367746,0.496874,9.767630,-0.244141,-0.549316,-0.122070,-21.299317,-16.473758,-104.089172
5.327107,1.419915,0.537527,9.853748,-0.183105,-0.244141,-0.122070,-19.897708,-18.318510,-103.170446
5.346231,1.301967,0.544303,9.790292,0.244141,1.342773,-0.122070,-19.897708,-16.473758,-104.089172
5.364904,1.363209,0.542044,9.763097,0.366211,1.525879,0.061035,-19.430505,-17.396134,-103.629809
5.384758,1.306503,0.517201,9.713239,-0.122070,0.244141,-0.122070,-20.364911,-16.012571,-102.251720
5.404315,1.335990,0.539786,9.826553,-0.122070,0.549316,-0.061035,-19.196903,-17.626728,-102.940764
5.424470,1.363209,0.494615,9.758564,0.122070,0.671387,-0.122070,-20.131309,-17.626728,-102.022038
5.443281,1.363209,0.521718,9.794825,-0.244141,-0.610352,-0.183105,-19.897708,-16.012571,-102.251720
5.463165,1.311040,0.514942,9.767630,-0.366211,-1.342773,-0.122070,-19.897708,-17.857322,-103.170446
5.482423,1.351868,0.505908,9.749499,-0.610352,-1.892090,-0.183105,-19.430505,-16.934946,-103.629809
5.501945,1.392696,0.537527,9.794825,-0.427246,-1.647949,-0.061035,-18.496099,-16.012571,-103.170446
5.522063,1.313308,0.526235,9.772162,-0.061035,-0.061035,0.000000,-19.664106,-17.165540,-102.022038
5.542264,1.354136,0.526235,9.783493,-0.122070,0.061035,-0.061035,-22.000122,-16.704352,-102.940764
5.562014,1.335990,0.544303,9.765363,-0.183105,0.122070,-0.183105,-19.196903,-17.626728,-102.940764
5.582296,1.381355,0.553337,9.763097,0.000000,0.122070,0.122070,-19.196903,-17.165540,-102.022038
5.602225,1.358673,0.526235,9.740434,-0.061035,0.122070,0.000000,-21.065716,-18.087916,-102.481401
5.622024,1.438061,0.544303,9.810689,0.122070,0.793457,-0.061035,-20.598513,-15.781977,-104.778216
5.641922,1.311040,0.517201,9.797091,0.488281,1.525879,-0.183105,-19.664106,-16.243164,-103.400127
5.661810,1.370014,0.514942,9.808422,0.427246,2.075195,-0.244141,-18.729700,-16.704352,-104.318853
5.681397,1.354136,0.553337,9.740434,0.366211,2.136230,-0.305176,-17.561693,-17.857322,-102.251720
5.700059,1.345063,0.530752,9.799357,0.305176,1.342773,-0.061035,-20.131309,-18.087916,-101.562675
5.717458,1.317844,0.519459,9.742701,0.122070,1.281738,-0.122070,-19.897708,-15.090195,-103.170446
5.737048,1.347332,0.494615,9.724570,-0.183105,-0.549316,0.000000,-21.065716,-16.704352,-102.481401
5.756764,1.354136,0.548820,9.783493,-0.183105,-0.732422,-0.122070,-18.262497,-14.859601,-102.940764
5.776088,1.358673,0.514942,9.778961,-0.122070,-0.549316,-0.183105,-19.664106,-15.320789,-101.562675
5.795526,1.351868,0.523976,9.774428,-0.122070,-0.732422,-0.061035,-20.832114,-17.396134,-103.170446
5.815547,1.354136,0.539786,9.783493,-0.122070,-1.098633,-0.122070,-19.430505,-18.318510,-103.170446
5.835922,1.335990,0.542044,9.726837,-0.183105,-1.281738,-0.061035,-18.496099,-17.857322,-102.711083
5.855830,1.358673,0.508166,9.783493,-0.183105,-0.610352,0.000000,-19.430505,-15.090195,-101.792357
5.874934,1.374550,0.537527,9.808422,0.000000,0.244141,-0.061035,-20.598513,-17.165540,-102.022038
5.894396,1.304235,0.514942,9.729103,0.183105,0.732422,-0.244141,-21.532919,-18.087916,-102.940764
5.913802,1.404037,0.494615,9.794825,0.122070,0.183105,-0.305176,-20.131309,-18.087916,-102.481401
5.933255,1.394964,0.526235,9.822020,0.183105,1.953125,-0.305176,-19.430505,-17.396134,-103.629809
5.952857,1.335990,0.519459,9.733635,0.366211,2.258301,-0.305176,-19.430505,-16.934946,-103.629809
5.972436,1.365477,0.521718,9.751766,0.549316,2.807617,0.000000,-18.729700,-17.165540,-102.022038
5.991171,1.322381,0.528493,9.751766,0.244141,1.892090,-0.122070,-18.262497,-15.320789,-104.318853
6.010121,1.301967,0.584956,9.769896,0.000000,0.854492,-0.183105,-19.196903,-16.243164,-102.940764
6.029065,1.329186,0.580439,9.744967,-0.244141,-0.671387,0.000000,-19.664106,-16.243164,-101.103312
6.048557,1.313308,0.537527,9.778961,-0.305176,-1.220703,0.000000,-20.598513,-18.087916,-100.643949
6.066885,1.392696,0.557854,9.740434,0.122070,0.366211,0.061035,-20.598513,-16.243164,-103.400127
6.087685,1.317844,0.503649,9.754032,0.061035,0.061035,-0.061035,-19.897708,-15.551383,-104.089172
6.107743,1.297430,0.584956,9.735902,0.244141,0.671387,-0.183105,-20.832114,-16.934946,-104.089172
6.127687,1.340527,0.496874,9.760831,0.061035,0.488281,-0.183105,-19.664106,-17.626728,-102.940764
6.147063,1.313308,0.548820,9.837884,0.061035,0.244141,-0.244141,-19.196903,-16.243164,-102.940764
6.166671,1.286089,0.503649,9.797091,0.122070,0.183105,-0.061035,-17.561693,-17.396134,-103.629809
6.186532,1.315576,0.535269,9.790292,-0.305176,-0.427246,-0.305176,-20.364911,-16.473758,-103.170446
6.205980,1.286089,0.551078,9.788026,-0.366211,-1.281738,-0.061035,-18.963302,-17.396134,-100.414268
6.225884,1.301967,0.530752,9.724570,-0.305176,-1.342773,-0.122070,-20.364911,-17.396134,-102.251720
6.245958,1.351868,0.544303,9.776695,-0.122070,-0.671387,0.122070,-20.131309,-16.243164,-104.318853
6.265845,1.331454,0.510425,9.756298,0.244141,0.488281,-0.244141,-19.897708,-16.473758,-102.251720
6.285697,1.376819,0.564629,9.812955,0.244141,0.915527,-0.061035,-19.664106,-17.165540,-103.400127
6.305071,1.320113,0.519459,9.803890,0.183105,0.793457,-0.122070,-20.598513,-16.243164,-103.400127
6.324895,1.277016,0.530752,9.747233,0.122070,1.098633,-0.122070,-21.532919,-16.704352,-102.940764
6.344967,1.306503,0.544303,9.801624,-0.122070,0.305176,0.061035,-19.897708,-16.473758,-102.711083
6.364852,1.322381,0.512684,9.799357,-0.122070,-0.610352,-0.183105,-20.364911,-16.934946,-102.711083
6.384799,1.322381,0.553337,9.831085,0.122070,1.159668,-0.183105,-20.832114,-17.857322,-101.792357
6.404425,1.351868,0.514942,9.885476,0.183105,1.403809,-0.061035,-19.430505,-15.551383,-102.711083
6.423933,1.299699,0.533010,9.790292,0.244141,1.281738,-0.244141,-17.795294,-16.243164,-104.778216
6.442984,1.279284,0.546561,9.776695,0.183105,1.159668,-0.183105,-20.832114,-16.934946,-104.089172
6.462253,1.272480,0.551078,9.783493,0.061035,0.122070,-0.244141,-19.196903,-16.704352,-104.318853
6.481278,1.274748,0.578181,9.806156,-0.061035,-0.610352,-0.122070,-19.664106,-16.704352,-101.103312
6.500528,1.297430,0.521718,9.729103,-0.305176,-0.671387,-0.122070,-18.028896,-17.396134,-102.711083
6.519366,1.279284,0.526235,9.708706,0.122070,0.427246,-0.122070,-19.430505,-16.473758,-103.629809
6.539396,1.299699,0.505908,9.756298,-0.183105,-0.122070,-0.061035,-20.364911,-16.934946,-102.711083
6.558728,1.315576,0.521718,9.826553,0.000000,0.061035,0.061035,-19.430505,-17.857322,-102.711083
6.579158,1.326917,0.526235,9.772162,0.183105,0.366211,-0.183105,-19.430505,-17.396134,-104.089172
6.599068,1.345063,0.546561,9.744967,0.061035,0.427246,-0.183105,-20.832114,-16.012571,-103.170446
6.619415,1.335990,0.535269,9.778961,-0.183105,-1.281738,-0.061035,-19.430505,-16.934946,-100.873631
6.639244,1.290626,0.537527,9.763097,-0.305176,-1.647949,0.000000,-18.262497,-17.626728,-104.318853
6.658941,1.322381,0.533010,9.797091,-0.305176,-1.037598,-0.122070,-18.729700,-16.243164,-103.400127
6.678759,1.333722,0.514942,9.767630,-0.183105,-0.244141,-0.122070,-18.496099,-14.629007,-103.170446
6.698165,1.290626,0.539786,9.699641,-0.061035,-0.305176,0.061035,-19.196903,-18.087916,-102.481401
6.717355,1.315576,0.530752,9.774428,0.122070,0.305176,-0.183105,-19.897708,-18.318510,-103.170446
6.736548,1.356404,0.505908,9.769896,-0.122070,-0.427246,0.000000,-18.963302,-16.934946,-101.792357
6.755124,1.299699,0.490098,9.747233,-0.183105,-0.671387,0.061035,-20.131309,-16.243164,-103.859490
6.774477,1.363209,0.557854,9.776695,-0.061035,-0.793457,-0.122070,-21.065716,-16.243164,-102.022038
6.793693,1.267943,0.530752,9.720038,-0.244141,-1.037598,-0.122070,-19.430505,-16.473758,-101.792357
6.812547,1.322381,0.539786,9.785760,-0.122070,-0.366211,-0.244141,-20.364911,-15.551383,-103.170446
6.831409,1.347332,0.514942,9.776695,-0.183105,-0.854492,-0.122070,-18.963302,-16.934946,-103.170446
6.850528,1.322381,0.521718,9.744967,-0.061035,-0.122070,-0.183105,-17.328091,-15.781977,-102.940764
6.868576,1.372282,0.492357,9.774428,0.122070,0.976562,-0.061035,-20.131309,-17.626728,-103.859490
6.887893,1.356404,0.521718,9.806156,0.305176,1.037598,-0.244141,-19.897708,-18.318510,-101.332994
6.906518,1.295162,0.526235,9.778961,0.122070,0.915527,-0.183105,-20.832114,-18.779697,-103.629809
6.926081,1.292894,0.555595,9.801624,-0.122070,-0.122070,-0.061035,-20.131309,-16.704352,-102.481401
6.945205,1.322381,0.519459,9.778961,-0.183105,-0.305176,-0.061035,-18.963302,-17.396134,-103.170446
6.964527,1.376819,0.537527,9.810689,0.061035,0.366211,-0.244141,-20.598513,-17.626728,-103.859490
6.983406,1.313308,0.530752,9.760831,0.244141,1.281738,-0.122070,-17.094489,-16.934946,-101.332994
7.003083,1.313308,0.526235,9.817487,0.305176,1.586914,-0.244141,-19.196903,-15.781977,-103.859490
7.022111,1.315576,0.519459,9.772162,0.366211,1.770020,-0.061035,-20.832114,-17.396134,-104.089172
7.039966,1.317844,0.537527,9.794825,0.366211,1.281738,-0.061035,-19.664106,-16.243164,-102.022038
7.059202,1.311040,0.508166,9.769896,0.305176,1.525879,-0.183105,-21.532919,-16.243164,-102.022038
7.079099,1.308772,0.528493,9.790292,0.427246,2.136230,0.000000,-20.131309,-17.165540,-102.481401
7.099413,1.320113,0.548820,9.808422,-0.122070,0.244141,-0.122070,-17.795294,-16.243164,-101.562675
7.118667,1.256602,0.501391,9.783493,0.244141,0.488281,0.122070,-17.795294,-13.937225,-103.859490
7.138513,1.297430,0.537527,9.767630,0.366211,0.915527,0.000000,-19.664106,-16.704352,-102.940764
7.158357,1.292894,0.519459,9.799357,0.000000,0.244141,-0.061035,-18.496099,-16.934946,-101.332994
7.177852,1.290626,0.539786,9.681511,-0.244141,-0.366211,0.000000,-19.430505,-17.396134,-104.089172
7.197811,1.329186,0.562371,9.853748,0.061035,0.610352,-0.183105,-18.496099,-16.473758,-103.170446
7.218089,1.270212,0.557854,9.778961,0.549316,1.525879,-0.061035,-18.963302,-17.396134,-104.089172
7.237968,1.236188,0.575922,9.810689,0.427246,1.953125,-0.061035,-17.561693,-17.857322,-101.792357
7.258095,1.267943,0.526235,9.724570,-0.122070,-0.122070,-0.183105,-19.196903,-16.243164,-101.562675
7.278082,1.163604,0.519459,9.681511,-0.122070,-0.671387,-0.122070,-18.963302,-16.473758,-103.170446
7.298195,1.370014,0.512684,9.819754,-0.305176,-0.854492,-0.122070,-19.664106,-17.165540,-102.481401
7.318145,1.258870,0.512684,9.835618,-0.366211,-1.770020,-0.183105,-19.196903,-15.781977,-103.400127
7.337283,1.340527,0.519459,9.853748,0.000000,0.732422,-0.305176,-20.131309,-18.549103,-102.022038
7.356797,1.308772,0.560112,9.783493,0.122070,1.037598,-0.061035,-21.299317,-19.240885,-102.251720
7.376600,1.265675,0.605283,9.767630,0.244141,1.220703,-0.244141,-20.598513,-18.549103,-102.940764
7.395805,1.286089,0.517201,9.783493,0.061035,1.220703,-0.183105,-19.664106,-16.704352,-101.562675
7.415750,1.231652,0.578181,9.740434,-0.183105,-0.488281,0.061035,-19.430505,-16.473758,-101.792357
7.435068,1.224847,0.517201,9.747233,-0.183105,-1.037598,-0.122070,-19.664106,-16.704352,-102.940764
7.454230,1.356404,0.512684,9.883209,-0.427246,-1.403809,-0.183105,-18.028896,-18.318510,-101.792357
7.473213,1.358673,0.503649,9.819754,0.244141,0.854492,-0.244141,-19.897708,-17.857322,-104.089172
7.493289,1.385892,0.526235,9.874144,1.525879,6.896973,-0.122070,-17.094489,-19.240885,-102.711083
7.512597,1.535595,0.485581,9.930801,4.455566,21.972656,-0.122070,-17.094489,-17.396134,-104.089172
7.531693,0.900489,0.250695,9.645251,2.624512,11.291504,5.065918,-18.729700,-17.165540,-102.940764
7.551387,1.072875,0.189715,9.765363,1.281738,4.516602,1.281738,-17.328091,-18.087916,-102.022038
7.570468,0.943586,0.650453,9.697375,-0.122070,-2.502441,0.244141,-18.262497,-17.626728,-102.022038
7.589466,1.077412,0.158096,9.697375,-2.502441,-11.108398,0.976562,-20.598513,-16.243164,-101.562675
7.608623,1.199896,2.416614,10.089440,-2.746582,-12.268066,0.427246,-19.664106,-14.859601,-101.562675
7.628520,1.354136,-0.140028,9.942132,0.061035,1.647949,-0.549316,-16.860888,-16.704352,-103.400127
7.647329,0.841515,0.187457,9.488878,-3.417969,-15.380859,-1.159668,-19.196903,-13.937225,-102.022038
7.666106,1.630861,0.397499,10.071310,-2.380371,-13.977051,-0.122070,-17.561693,-14.629007,-101.332994
7.685513,1.392696,0.313934,9.507008,-1.220703,-3.112793,0.305176,-19.430505,-15.551383,-101.792357
7.704781,1.438061,0.329744,9.960263,-0.305176,-0.305176,-0.244141,-18.028896,-16.012571,-99.954905
7.724348,1.299699,0.539786,9.688310,-0.122070,-1.342773,1.159668,-20.131309,-14.398413,-100.184586
7.743401,1.533327,0.372655,9.840150,0.061035,-3.784180,3.112793,-17.561693,-14.167819,-101.792357
7.762732,1.004828,0.424601,9.778961,-1.831055,-8.728027,-0.244141,-18.963302,-13.245444,-100.414268
7.782069,1.326917,0.564629,10.352328,0.732422,3.845215,-0.549316,-19.897708,-13.245444,-100.873631
7.802042,1.891708,0.277798,9.996523,0.732422,4.699707,0.915527,-19.664106,-13.476038,-99.725223
7.822163,1.140922,-0.083565,9.799357,0.366211,0.122070,1.770020,-17.328091,-13.476038,-99.725223
7.842130,1.345063,0.528493,9.631653,-0.549316,-4.333496,2.563477,-21.065716,-12.553662,-98.347134
7.861231,1.174946,0.752086,9.831085,-0.488281,-2.807617,0.976562,-18.496099,-10.017129,-99.954905
7.881007,1.485694,0.169389,10.166493,0.793457,1.831055,3.540039,-19.196903,-12.553662,-97.428408
7.900780,1.229383,0.754345,9.538736,0.000000,-3.723145,2.746582,-18.496099,-12.784256,-96.739364
7.920904,1.447134,0.390724,9.565931,-0.366211,-0.183105,0.488281,-18.028896,-10.017129,-96.739364
7.940942,1.916658,0.081307,11.408410,1.098633,3.234863,5.004883,-17.561693,-12.323068,-97.198727
7.960875,0.657788,0.605283,9.119476,0.000000,2.624512,1.586914,-19.196903,-10.708911,-96.969045
7.980804,1.560546,0.422343,9.606724,-0.366211,-1.403809,0.366211,-19.897708,-10.017129,-96.280001
8.000645,1.351868,0.666263,9.937600,-0.366211,1.464844,1.708984,-19.430505,-9.555941,-96.280001
8.020515,1.424451,0.216818,10.039582,0.915527,4.577637,0.671387,-18.262497,-9.325347,-95.590957
8.039897,0.973073,0.693365,9.869612,0.427246,6.469727,0.854492,-17.795294,-9.325347,-95.131594
8.059953,1.215774,0.271022,10.010121,-0.793457,-3.784180,2.441406,-17.795294,-10.247723,-95.590957
8.079718,1.297430,0.654970,9.740434,-1.525879,-7.507324,1.586914,-18.729700,-9.786535,-95.131594
8.099908,1.653543,0.485581,10.171026,1.708984,4.821777,3.173828,-15.926482,-9.325347,-94.212868
8.118662,1.442597,0.246178,9.400494,0.793457,1.342773,4.760742,-15.926482,-7.941784,-93.294142
8.138127,1.222579,-0.054204,9.842416,-0.244141,3.173828,-1.342773,-14.992076,-6.558221,-92.834779
8.157691,1.009365,1.077313,10.164227,0.976562,-3.356934,2.929688,-17.094489,-8.633566,-93.064460
8.176522,1.603642,0.533010,9.960263,0.793457,4.760742,3.662109,-17.795294,-9.325347,-92.834779
8.195249,1.254334,0.560112,9.688310,-0.183105,3.967285,0.793457,-17.094489,-6.788814,-91.227008
8.214651,1.342795,0.359104,10.236748,1.708984,4.760742,-2.258301,-15.692880,-6.327627,-90.767645
8.234296,1.252066,0.661746,9.774428,-0.061035,-3.295898,-1.037598,-15.926482,-7.019408,-89.619238
8.253866,1.286089,0.953095,10.361393,-0.366211,-1.037598,-1.525879,-14.524873,-7.480596,-90.537964
8.272817,1.297430,0.271022,9.812955,-0.793457,-2.624512,1.220703,-14.291271,-7.711190,-90.308282
8.292769,1.229383,0.155838,9.622588,-1.220703,-6.469727,0.915527,-13.356865,-7.250002,-89.848919
8.312394,1.174946,0.849203,9.744967,-2.197266,-6.469727,-1.037598,-15.225677,-7.711190,-88.470830
8.332132,1.490230,0.345553,10.318333,2.319336,7.263184,-2.380371,-15.692880,-7.711190,-87.092741
8.351885,1.413110,1.077313,9.579529,-1.342773,-5.859375,5.920410,-16.160083,-4.944063,-89.389556
8.370282,1.510644,0.368138,10.019186,-0.854492,-3.662109,3.051758,-16.160083,-7.250002,-87.552104
8.389312,1.156800,0.517201,10.041848,-0.976562,-4.760742,1.220703,-15.225677,-5.866439,-87.092741
8.408721,1.077412,0.481064,9.797091,0.183105,0.122070,-0.061035,-14.057670,-7.019408,-85.025608
8.428392,0.893685,0.056463,10.284339,0.732422,7.141113,-1.037598,-15.459279,-6.558221,-84.566245
8.447319,1.283821,0.842427,9.459417,1.159668,-1.464844,3.051758,-11.254451,-6.097033,-86.403697
8.466034,1.335990,0.334261,9.656582,-0.305176,-1.403809,0.610352,-13.824068,-7.711190,-85.255289
8.485307,1.208969,0.402016,9.092281,0.061035,6.713867,-3.173828,-13.824068,-6.327627,-84.795926
8.505317,1.322381,0.404275,9.899073,0.305176,2.258301,-0.366211,-14.291271,-7.250002,-83.417837
8.524430,1.592301,0.794998,10.343262,0.244141,-2.319336,-1.037598,-13.356865,-6.327627,-84.336563
8.543446,1.578691,-0.072273,8.820328,-0.305176,3.601074,1.586914,-10.787248,-7.019408,-84.106882
8.562336,0.836979,0.575922,9.507008,0.061035,-3.112793,-0.549316,-11.020850,-6.327627,-81.121022
8.581930,0.662325,0.828876,9.862813,0.671387,-3.967285,2.014160,-13.824068,-7.250002,-82.958474
8.600851,1.458475,0.185198,8.598234,0.671387,10.375977,1.892090,-12.188857,-7.480596,-81.810067
8.621069,1.558277,0.691106,10.148363,-0.122070,1.647949,-1.403809,-13.123263,-7.941784,-80.431978
8.641481,1.379087,-0.153579,9.840150,-0.183105,5.126953,-0.183105,-10.553647,-6.327627,-83.417837
8.661355,1.231652,0.544303,9.393695,-2.014160,-12.512207,5.004883,-11.955256,-7.250002,-81.121022
8.681610,1.839538,0.494615,11.091132,0.610352,0.732422,0.549316,-12.422459,-8.633566,-79.742934
8.701528,1.338259,0.664004,9.225991,1.037598,3.540039,0.305176,-9.852842,-7.941784,-79.053889
8.720577,1.465280,0.916958,9.400494,-0.061035,1.586914,-1.159668,-9.385639,-7.480596,-80.431978
8.739500,1.170409,0.501391,9.713239,0.305176,2.624512,0.732422,-10.787248,-7.480596,-78.594526
8.759046,1.324649,0.548820,10.012387,-0.244141,-2.319336,-0.488281,-12.422459,-7.711190,-78.364845
8.779289,2.213797,1.088606,11.254304,-0.183105,-0.061035,3.845215,-11.488053,-6.788814,-77.446119
8.798237,1.601374,0.060980,11.014079,1.159668,4.760742,-3.845215,-10.553647,-9.094753,-80.202297
8.816801,1.419915,0.264247,9.348369,-0.915527,-4.333496,1.037598,-8.918436,-6.558221,-78.594526
8.836687,1.131849,0.849203,9.794825,2.075195,2.563477,0.305176,-9.852842,-8.402972,-77.216437
8.856299,1.535595,0.684331,8.906446,-2.502441,-1.892090,0.976562,-10.320045,-6.558221,-78.135163
8.875832,1.331454,0.302641,9.822020,0.427246,4.699707,0.610352,-10.320045,-9.325347,-74.460259
8.894459,1.469816,0.794998,9.858280,1.098633,4.150391,2.929688,-7.516827,-8.402972,-77.216437
8.913982,1.168141,0.307158,10.166493,1.464844,0.427246,2.258301,-7.750428,-8.172378,-76.986756
8.933645,1.308772,0.336519,9.860547,1.525879,6.774902,1.098633,-6.582420,-6.558221,-75.838348
8.953059,1.227115,0.792740,9.534204,-0.427246,-3.967285,3.417969,-10.086443,-9.555941,-76.527393
8.973115,1.787369,0.494615,9.982925,1.831055,12.145996,0.488281,-8.918436,-7.019408,-77.216437
8.992934,1.338259,0.505908,9.937600,2.258301,12.878418,0.122070,-7.984030,-7.480596,-74.460259
9.012727,0.959463,0.487840,9.785760,1.586914,3.784180,1.586914,-6.582420,-7.480596,-76.297711
9.032323,0.864197,0.417826,10.064511,1.708984,0.854492,2.990723,-6.348819,-8.172378,-77.905482
9.051939,1.190823,1.558377,10.687736,-3.356934,-4.272461,-3.540039,-7.984030,-7.941784,-74.919622
9.071235,1.283821,0.027102,9.373298,0.732422,3.051758,3.845215,-5.180811,-9.325347,-75.838348
9.090233,1.342795,0.648195,9.901340,-0.305176,-0.732422,0.671387,-6.115217,-7.019408,-76.297711
9.109248,1.304235,0.191974,9.713239,-0.854492,-2.624512,0.976562,-6.115217,-8.402972,-76.297711
9.128767,1.177214,0.695623,10.025984,-1.159668,-6.896973,-3.662109,-6.115217,-9.325347,-76.297711
9.147831,1.072875,0.420084,9.473014,-1.831055,-8.422852,-3.967285,-8.684834,-8.172378,-75.608667
9.166481,1.308772,0.289090,10.173292,-1.159668,-9.582520,2.685547,-6.348819,-9.555941,-76.527393
9.185872,1.075143,0.749828,10.114369,0.000000,-3.295898,2.868652,-6.816022,-7.250002,-73.771215
9.205819,1.506108,0.435894,9.692843,-1.708984,-5.859375,-1.037598,-7.750428,-8.172378,-73.771215
9.225901,1.487962,0.874046,9.939866,0.488281,2.624512,-0.793457,-6.348819,-7.711190,-73.311852
9.246184,1.283821,0.447187,9.865079,0.976562,0.244141,1.464844,-6.115217,-7.941784,-75.838348
9.265838,1.229383,0.955353,9.228257,-1.403809,-4.943848,0.915527,-4.246405,-10.247723,-74.460259
9.285681,1.374550,0.727243,10.066777,-0.915527,-7.080078,2.929688,-6.816022,-8.633566,-74.230578
9.305153,1.027510,0.614317,9.604458,-0.061035,1.953125,3.051758,-6.115217,-9.786535,-74.460259
9.324577,1.367746,0.885339,9.731369,-0.671387,-1.953125,0.122070,-7.283225,-6.788814,-74.689941
9.343708,1.687567,0.720467,10.071310,0.854492,6.347656,-1.098633,-5.414413,-9.094753,-71.933763
9.362237,1.301967,0.711433,9.595393,1.342773,4.760742,0.915527,-7.049624,-9.325347,-72.163444
9.381755,1.542400,0.232627,9.645251,1.342773,3.845215,4.455566,-5.180811,-7.480596,-72.622807
9.401399,1.120508,0.745311,9.880943,1.403809,4.211426,-2.624512,-5.414413,-10.478317,-74.689941
9.421031,1.399501,0.666263,9.686044,1.647949,7.019043,0.183105,-5.414413,-10.939505,-72.852489
9.440694,1.277016,0.941802,9.756298,0.305176,1.281738,-0.427246,-5.648014,-9.325347,-72.622807
9.460066,1.370014,0.953095,9.840150,1.281738,6.896973,-1.281738,-5.414413,-10.478317,-72.393126
9.479636,1.036583,0.797257,9.588594,-0.183105,-1.831055,0.915527,-3.779202,-8.864160,-72.163444
9.499707,1.335990,0.950836,9.856014,-1.159668,-6.469727,0.854492,-6.582420,-7.941784,-73.082170
9.519314,1.308772,0.975680,9.726837,-0.793457,-3.479004,0.183105,-4.480007,-8.633566,-73.311852
9.538372,1.351868,0.503649,9.758564,-0.610352,-2.929688,0.122070,-4.480007,-7.250002,-74.230578
9.557849,1.360941,0.517201,9.772162,-0.610352,-1.708984,-0.061035,-5.881616,-8.172378,-71.474400
9.576934,1.345063,0.519459,9.774428,-0.244141,0.122070,-0.244141,-5.414413,-8.633566,-71.474400
9.596837,1.349600,0.537527,9.781227,0.244141,0.732422,0.061035,-4.713608,-9.325347,-72.163444
9.616386,1.274748,0.544303,9.751766,-0.061035,-0.183105,0.061035,-6.115217,-9.786535,-73.541533
9.635920,1.236188,0.551078,9.758564,-0.854492,-3.906250,0.000000,-5.180811,-7.941784,-73.082170
9.655483,1.270212,0.501391,9.763097,-1.708984,-8.117676,-0.183105,-5.881616,-9.555941,-73.311852
9.675957,0.918635,0.557854,10.028251,-0.183105,0.732422,-0.305176,-4.480007,-7.711190,-74.230578
9.695726,1.358673,0.492357,9.733635,-0.244141,-0.061035,0.000000,-4.713608,-8.402972,-73.541533
9.715600,1.345063,0.562371,9.833351,0.000000,0.000000,-0.122070,-5.414413,-7.711190,-72.393126
9.735618,1.345063,0.490098,9.758564,0.000000,0.122070,0.000000,-3.779202,-7.480596,-74.000896
9.755236,1.385892,0.523976,9.788026,-0.122070,0.305176,-0.183105,-5.414413,-9.094753,-71.015037
9.774225,1.376819,0.533010,9.763097,-0.183105,0.000000,-0.305176,-5.648014,-8.402972,-73.541533
9.793563,1.354136,0.514942,9.842416,-0.244141,0.122070,-0.061035,-4.246405,-8.402972,-73.541533
9.813520,1.367746,0.517201,9.808422,0.000000,0.000000,-0.122070,-5.414413,-9.555941,-71.474400
9.832576,1.365477,0.510425,9.772162,0.061035,-0.061035,-0.061035,-6.348819,-8.172378,-71.933763
9.851778,1.406306,0.492357,9.758564,-0.122070,-0.061035,-0.061035,-6.582420,-8.864160,-72.622807
9.870246,1.370014,0.508166,9.776695,0.000000,-0.244141,-0.183105,-4.947210,-7.711190,-74.230578
9.889476,1.370014,0.519459,9.738168,-0.061035,-0.122070,-0.061035,-5.648014,-8.864160,-73.082170
9.908738,1.335990,0.539786,9.758564,-0.061035,0.000000,-0.305176,-4.713608,-9.786535,-73.082170
